tree,coral,origin,culture,treatment,day,brightness
38,3,sub,int,subint,4,49.47177869
38,3,sub,int,subint,5,65.08549086
38,4,sub,int,subint,1,58.72748836
38,4,sub,int,subint,2,49.34078124
38,4,sub,int,subint,3,67.18835255
38,4,sub,int,subint,4,63.88479234
38,4,sub,int,subint,5,73.05820645
38,5,sub,int,subint,1,43.27721455
38,5,sub,int,subint,2,37.03351838
38,5,sub,int,subint,3,60.84822744
38,5,sub,int,subint,4,47.46155358
38,5,sub,int,subint,5,59.49805955
38,6,sub,int,subint,1,43.46869827
38,6,sub,int,subint,2,43.18346888
38,6,sub,int,subint,3,56.87284414
38,6,sub,int,subint,4,48.07754814
38,6,sub,int,subint,5,60.85787625
38,7,sub,int,subint,1,40.77604778
38,7,sub,int,subint,2,71.77931159
38,7,sub,int,subint,3,88.72558534
38,7,sub,int,subint,4,61.69439401
38,7,sub,int,subint,5,82.51570787
38,8,sub,int,subint,1,57.07833398
38,8,sub,int,subint,2,53.02930033
38,8,sub,int,subint,3,48.88093744
38,8,sub,int,subint,4,26.35498439
38,8,sub,int,subint,5,48.81531057
40,1,sub,int,subint,1,61.01371455
40,1,sub,int,subint,2,55.28025579
40,1,sub,int,subint,3,44.02735667
40,1,sub,int,subint,4,46.55045795
40,1,sub,int,subint,5,75.45937629
40,2,sub,int,subint,1,72.60748024
40,2,sub,int,subint,2,40.85908958
40,2,sub,int,subint,3,38.26806294
40,2,sub,int,subint,4,51.60668566
40,2,sub,int,subint,5,82.96815305
40,3,sub,int,subint,1,40.26777293
40,3,sub,int,subint,2,51.03762086
40,3,sub,int,subint,3,47.47685257
40,3,sub,int,subint,4,60.79802576
40,3,sub,int,subint,5,69.15816934
40,4,sub,int,subint,1,38.20742049
40,4,sub,int,subint,2,53.71056648
40,4,sub,int,subint,3,48.62497141
40,4,sub,int,subint,4,51.30364468
40,4,sub,int,subint,5,58.59946533
40,5,sub,int,subint,1,33.68315398
40,5,sub,int,subint,2,58.01318775
40,5,sub,int,subint,3,41.9477933
40,5,sub,int,subint,4,51.38340614
40,5,sub,int,subint,5,62.07929267
40,6,sub,int,subint,1,48.46153662
40,6,sub,int,subint,2,72.73575818
40,6,sub,int,subint,3,54.4907962
40,6,sub,int,subint,4,61.52880138
40,6,sub,int,subint,5,87.1179848
40,7,sub,int,subint,1,43.3156469
40,7,sub,int,subint,2,63.76594621
40,7,sub,int,subint,3,48.58175796
40,7,sub,int,subint,4,55.00458984
40,7,sub,int,subint,5,61.99757347
40,8,sub,int,subint,1,48.34987872
40,8,sub,int,subint,2,71.89437946
40,8,sub,int,subint,3,93.9588656
40,8,sub,int,subint,4,75.99140649
40,8,sub,int,subint,5,79.97924278
41,1,int,int,intint,1,64.82922527
41,1,int,int,intint,2,44.46333368
41,1,int,int,intint,3,51.78488766
41,1,int,int,intint,4,84.20206626
41,1,int,int,intint,5,65.8806528
41,2,int,int,intint,1,101.6546013
41,2,int,int,intint,2,92.89085258
41,2,int,int,intint,3,89.70687889
41,2,int,int,intint,4,117.1454668
41,2,int,int,intint,5,106.4479969
41,3,int,int,intint,1,59.44590465
41,3,int,int,intint,2,58.94939818
41,3,int,int,intint,3,68.94436225
41,3,int,int,intint,4,78.2963387
41,3,int,int,intint,5,85.17152219
41,4,int,int,intint,1,60.87489518
41,4,int,int,intint,2,54.06729223
41,4,int,int,intint,3,66.34127197
41,4,int,int,intint,4,63.41071291
41,4,int,int,intint,5,61.25220882
41,5,int,int,intint,1,52.28050026
41,5,int,int,intint,2,49.13318471
41,5,int,int,intint,3,78.98917051
41,5,int,int,intint,4,90.82090905
41,5,int,int,intint,5,94.91105677
41,6,int,int,intint,1,51.86652207
41,6,int,int,intint,2,48.99997611
41,6,int,int,intint,3,66.61069826
41,6,int,int,intint,4,84.13339016
41,6,int,int,intint,5,82.0680161
41,7,int,int,intint,1,71.6682245
41,7,int,int,intint,2,99.54258276
41,7,int,int,intint,3,84.29614253
41,7,int,int,intint,4,113.9666021
41,7,int,int,intint,5,100.7824192
41,8,int,int,intint,1,86.01793291
41,8,int,int,intint,2,115.7988377
41,8,int,int,intint,3,117.9274762
41,8,int,int,intint,4,114.7087364
41,8,int,int,intint,5,118.5328509
42,1,int,int,intint,1,66.69539317
42,1,int,int,intint,2,54.50627477
42,1,int,int,intint,3,62.07987762
42,1,int,int,intint,4,63.73074763
42,1,int,int,intint,5,59.94586473
42,2,int,int,intint,1,83.04721098
42,2,int,int,intint,2,64.23032547
42,2,int,int,intint,3,80.56883138
42,2,int,int,intint,4,73.0891384
42,2,int,int,intint,5,74.03180669
42,3,int,int,intint,1,75.56310738
42,3,int,int,intint,2,66.16780499
42,3,int,int,intint,3,78.97366864
42,3,int,int,intint,4,82.7427835
42,3,int,int,intint,5,79.54515344
42,4,int,int,intint,1,52.94979205
42,4,int,int,intint,2,48.20149667
42,4,int,int,intint,3,51.17326627
42,4,int,int,intint,4,62.34734339
42,4,int,int,intint,5,53.68991627
42,5,int,int,intint,1,75.73047657
42,5,int,int,intint,2,66.78435988
42,5,int,int,intint,3,76.49592463
42,5,int,int,intint,4,84.65951839
42,5,int,int,intint,5,59.97010033
42,6,int,int,intint,1,72.60376742
42,6,int,int,intint,2,66.68040614
42,6,int,int,intint,3,77.4046329
42,6,int,int,intint,4,108.0590599
42,6,int,int,intint,5,93.25477234
42,7,int,int,intint,1,80.87762928
42,7,int,int,intint,2,75.13736736
42,7,int,int,intint,3,101.0130676
42,7,int,int,intint,4,96.70130453
42,7,int,int,intint,5,70.28238424
42,8,int,int,intint,1,79.63735266
42,8,int,int,intint,2,63.46108924
42,8,int,int,intint,3,76.00414294
42,8,int,int,intint,4,82.8947043
42,8,int,int,intint,5,80.74877659
46,1,int,int,intint,1,49.88480397
46,1,int,int,intint,2,36.19381981
46,1,int,int,intint,3,45.42306291
46,1,int,int,intint,4,56.61994244
46,1,int,int,intint,5,60.34345194
46,2,int,int,intint,1,58.3571473
46,2,int,int,intint,2,43.45081427
46,2,int,int,intint,3,55.73723123
46,2,int,int,intint,4,60.06780115
46,2,int,int,intint,5,71.39514242
46,3,int,int,intint,1,48.24961689
46,3,int,int,intint,2,40.13017533
46,3,int,int,intint,3,47.39624873
46,3,int,int,intint,4,44.99580215
46,3,int,int,intint,5,56.25465006
46,4,int,int,intint,1,51.29748173
46,4,int,int,intint,2,42.28566576
46,4,int,int,intint,3,50.44530187
46,4,int,int,intint,4,51.53353931
46,4,int,int,intint,5,57.56274012
46,5,int,int,intint,1,43.29520598
46,5,int,int,intint,2,36.14882715
46,5,int,int,intint,3,37.84907671
46,5,int,int,intint,4,47.67242362
46,5,int,int,intint,5,54.29727031
46,6,int,int,intint,1,45.83971104
46,6,int,int,intint,2,33.40195422
46,6,int,int,intint,3,45.80651859
46,6,int,int,intint,4,41.96261958
46,6,int,int,intint,5,53.07009538
46,7,int,int,intint,1,52.79917433
46,7,int,int,intint,2,41.0528493
46,7,int,int,intint,3,53.26543386
46,7,int,int,intint,4,45.72331535
46,7,int,int,intint,5,63.2090477
46,8,int,int,intint,1,58.50220883
46,8,int,int,intint,2,35.81481449
46,8,int,int,intint,3,49.07366463
46,8,int,int,intint,4,46.43521131
46,8,int,int,intint,5,54.70609622
48,1,sub,int,subint,1,45.98256848
48,1,sub,int,subint,2,53.79010401
48,1,sub,int,subint,3,54.79916324
48,1,sub,int,subint,4,73.99324004
48,1,sub,int,subint,5,68.79767457
48,2,sub,int,subint,1,49.70593837
48,2,sub,int,subint,2,55.3843472
48,2,sub,int,subint,3,57.75337673
48,2,sub,int,subint,4,56.0709171
48,2,sub,int,subint,5,100.3000566
48,3,sub,int,subint,1,46.98594478
48,3,sub,int,subint,2,50.33555413
48,3,sub,int,subint,3,62.54079581
48,3,sub,int,subint,4,55.32624575
48,3,sub,int,subint,5,63.20707658
48,4,sub,int,subint,1,37.75559918
48,4,sub,int,subint,2,50.4372636
48,4,sub,int,subint,3,52.52529923
48,4,sub,int,subint,4,53.20198171
48,4,sub,int,subint,5,55.95937847
48,5,sub,int,subint,1,37.32586697
48,5,sub,int,subint,2,47.51450165
48,5,sub,int,subint,3,51.43464523
48,5,sub,int,subint,4,52.66392129
48,5,sub,int,subint,5,50.88536384
48,6,sub,int,subint,1,55.14247305
48,6,sub,int,subint,2,60.12642661
48,6,sub,int,subint,3,72.94371328
48,6,sub,int,subint,4,68.50197319
48,6,sub,int,subint,5,67.04514878
48,7,sub,int,subint,1,56.665174
48,7,sub,int,subint,2,80.24535431
48,7,sub,int,subint,3,77.12548931
48,7,sub,int,subint,4,103.9948566
48,7,sub,int,subint,5,97.31106417
48,8,sub,int,subint,1,45.4389295
48,8,sub,int,subint,2,59.37170776
48,8,sub,int,subint,3,56.66961138
48,8,sub,int,subint,4,53.60042484
48,8,sub,int,subint,5,81.62418662
